# Title: October 2023 - September 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KS-183,Smith County,Kansas,54.8,2.6,124,52.2
KS-185,Stafford County,Kansas,57,2.2,120,54.8
KS-187,Stanton County,Kansas,57,2.5,126,54.4
KS-189,Stevens County,Kansas,57.8,2.7,126,55.1
KS-191,Sumner County,Kansas,60.5,3.3,128,57.2
KS-193,Thomas County,Kansas,54.4,3.2,126,51.2
KS-195,Trego County,Kansas,55.9,2.6,123,53.2
KS-197,Wabaunsee County,Kansas,57,3.2,125,53.7
KS-199,Wallace County,Kansas,54.8,3.4,126,51.4
KS-201,Washington County,Kansas,55,2.7,120,52.3
KS-203,Wichita County,Kansas,55.3,3,126,52.3
KS-205,Wilson County,Kansas,59.9,3,125,56.9
KS-207,Woodson County,Kansas,59.3,3.4,127,55.9
KS-209,Wyandotte County,Kansas,58,3.9,128,54.1
KY-001,Adair County,Kentucky,58.7,3.1,127,55.6
KY-003,Allen County,Kentucky,59.9,2.7,124,57.2
KY-005,Anderson County,Kentucky,59,4.4,129,54.6
KY-007,Ballard County,Kentucky,60.8,3.6,128,57.2
KY-009,Barren County,Kentucky,59.6,2.8,124,56.8
KY-011,Bath County,Kentucky,57.3,2.9,128,54.4
KY-013,Bell County,Kentucky,57,2.3,128,54.6
KY-015,Boone County,Kentucky,57.6,4.2,129,53.4
KY-017,Bourbon County,Kentucky,57.6,3.7,129,53.9
KY-019,Boyd County,Kentucky,58.3,4.1,129,54.1
KY-021,Boyle County,Kentucky,58.4,3.7,129,54.7
KY-023,Bracken County,Kentucky,56.9,3.5,127,53.5
KY-025,Breathitt County,Kentucky,58.5,2.9,129,55.6
KY-027,Breckinridge County,Kentucky,57.9,2.5,124,55.4
KY-029,Bullitt County,Kentucky,59.4,4,129,55.4
KY-031,Butler County,Kentucky,59.6,2.9,124,56.7
KY-033,Caldwell County,Kentucky,60.1,3,126,57.1
KY-035,Calloway County,Kentucky,60.5,2.6,124,57.9
KY-037,Campbell County,Kentucky,57.8,4.1,129,53.7
KY-039,Carlisle County,Kentucky,61,3.5,128,57.5
KY-041,Carroll County,Kentucky,58.5,4.3,129,54.2
KY-043,Carter County,Kentucky,57.1,3.5,129,53.6
KY-045,Casey County,Kentucky,57.9,3.1,128,54.8
KY-047,Christian County,Kentucky,60.3,3,126,57.3
KY-049,Clark County,Kentucky,58.1,3.6,129,54.4
KY-051,Clay County,Kentucky,58.1,2.7,127,55.3
KY-053,Clinton County,Kentucky,58.9,2.9,125,55.9
KY-055,Crittenden County,Kentucky,59.7,2.9,125,56.8
KY-057,Cumberland County,Kentucky,59.5,2.9,125,56.6
KY-059,Daviess County,Kentucky,58.8,2.5,124,56.2
KY-061,Edmonson County,Kentucky,59.7,3.2,126,56.5
KY-063,Elliott County,Kentucky,57.1,3.1,128,54
KY-065,Estill County,Kentucky,58.4,3,129,55.4
KY-067,Fayette County,Kentucky,58.4,4.3,129,54.1
KY-069,Fleming County,Kentucky,56.7,2.8,126,53.9
KY-071,Floyd County,Kentucky,58.2,2.5,125,55.7
KY-073,Franklin County,Kentucky,58.8,4.3,129,54.5
KY-075,Fulton County,Kentucky,61.1,2.8,126,58.2
KY-077,Gallatin County,Kentucky,58.4,4.4,129,54
KY-079,Garrard County,Kentucky,58.5,3.5,129,55
KY-081,Grant County,Kentucky,57.8,4.1,129,53.7
KY-083,Graves County,Kentucky,60.7,3.1,125,57.6
KY-085,Grayson County,Kentucky,58.8,3.1,126,55.7
KY-087,Green County,Kentucky,59.1,3.1,127,56
KY-089,Greenup County,Kentucky,57.3,3.8,129,53.5
KY-091,Hancock County,Kentucky,57.8,1.9,121,55.9
KY-093,Hardin County,Kentucky,58.6,3.4,128,55.2
KY-095,Harlan County,Kentucky,56.1,2.6,128,53.5
KY-097,Harrison County,Kentucky,57.5,3.6,127,53.9
KY-099,Hart County,Kentucky,59.2,3.2,126,56.1
KY-101,Henderson County,Kentucky,59.4,2.9,126,56.5
KY-103,Henry County,Kentucky,58.2,4.1,129,54.1
KY-105,Hickman County,Kentucky,61,3.2,127,57.8
KY-107,Hopkins County,Kentucky,60.1,3,125,57.1
KY-109,Jackson County,Kentucky,57.5,2.8,127,54.7
KY-111,Jefferson County,Kentucky,59.3,4,128,55.3
KY-113,Jessamine County,Kentucky,58.8,4.2,129,54.6
KY-115,Johnson County,Kentucky,57.8,2.8,127,54.9
KY-117,Kenton County,Kentucky,57.6,4.2,129,53.4
KY-119,Knott County,Kentucky,57.6,2.5,127,55
KY-121,Knox County,Kentucky,57.9,2.5,127,55.3
KY-123,Larue County,Kentucky,58.7,3.4,128,55.4
KY-125,Laurel County,Kentucky,57.8,2.7,125,55.1
KY-127,Lawrence County,Kentucky,58,3.6,129,54.5
KY-129,Lee County,Kentucky,58.4,2.8,129,55.7
KY-131,Leslie County,Kentucky,57.7,2.7,128,55
KY-133,Letcher County,Kentucky,56.6,2.3,126,54.3
KY-135,Lewis County,Kentucky,56.5,3.1,127,53.4
KY-137,Lincoln County,Kentucky,57.8,3.2,129,54.6
KY-139,Livingston County,Kentucky,60.2,3.1,126,57.1
KY-141,Logan County,Kentucky,59.5,2.2,124,57.2
KY-143,Lyon County,Kentucky,60.4,3,125,57.5
KY-145,McCracken County,Kentucky,60.9,3.7,128,57.2
KY-147,McCreary County,Kentucky,57.6,2.5,123,55.1
KY-149,McLean County,Kentucky,59.6,2.9,125,56.7
KY-151,Madison County,Kentucky,58.5,3.4,129,55.1
KY-153,Magoffin County,Kentucky,57.8,2.8,127,55
KY-155,Marion County,Kentucky,58.7,3.5,129,55.2
KY-157,Marshall County,Kentucky,60.7,3,124,57.8
KY-159,Martin County,Kentucky,58.2,2.8,128,55.4
KY-161,Mason County,Kentucky,56.4,3.1,127,53.4
KY-163,Meade County,Kentucky,58,2.9,125,55.1
KY-165,Menifee County,Kentucky,57.3,2.7,127,54.5
KY-167,Mercer County,Kentucky,58.9,4.2,129,54.7
KY-169,Metcalfe County,Kentucky,58.9,2.8,125,56.1
KY-171,Monroe County,Kentucky,59.3,2.5,124,56.7
KY-173,Montgomery County,Kentucky,57.5,3.2,128,54.2
KY-175,Morgan County,Kentucky,57.4,2.8,128,54.6
KY-177,Muhlenberg County,Kentucky,59.6,2.6,124,57
KY-179,Nelson County,Kentucky,59.2,3.9,129,55.3
KY-181,Nicholas County,Kentucky,57.1,3.2,127,53.8
KY-183,Ohio County,Kentucky,59,2.7,125,56.3
KY-185,Oldham County,Kentucky,58.2,3.9,128,54.4
KY-187,Owen County,Kentucky,58.2,4.2,129,54
KY-189,Owsley County,Kentucky,58.5,2.8,129,55.7
KY-191,Pendleton County,Kentucky,57.6,3.8,128,53.8
KY-193,Perry County,Kentucky,58.1,2.8,128,55.3
KY-195,Pike County,Kentucky,58,2.5,126,55.5
KY-197,Powell County,Kentucky,58,3,128,55.1
KY-199,Pulaski County,Kentucky,58,2.8,125,55.2
KY-201,Robertson County,Kentucky,56.9,3.3,127,53.6
KY-203,Rockcastle County,Kentucky,57.7,2.9,127,54.8
KY-205,Rowan County,Kentucky,56.7,2.6,127,54.1
KY-207,Russell County,Kentucky,58.6,3,126,55.6
KY-209,Scott County,Kentucky,58.1,4.2,129,54
KY-211,Shelby County,Kentucky,58.4,4.1,129,54.3
KY-213,Simpson County,Kentucky,59.8,2.6,124,57.2
KY-215,Spencer County,Kentucky,59,4.1,129,54.9
KY-217,Taylor County,Kentucky,58.6,3.2,128,55.4
KY-219,Todd County,Kentucky,59.8,2.6,124,57.2
KY-221,Trigg County,Kentucky,60.6,3,126,57.6
KY-223,Trimble County,Kentucky,58.1,4,128,54
KY-225,Union County,Kentucky,59.5,2.8,126,56.6
KY-227,Warren County,Kentucky,60.2,3.1,124,57.2
KY-229,Washington County,Kentucky,58.9,4,129,55
KY-231,Wayne County,Kentucky,58.2,2.8,124,55.5
KY-233,Webster County,Kentucky,59.7,2.9,125,56.8
KY-235,Whitley County,Kentucky,57.7,2.3,124,55.4
KY-237,Wolfe County,Kentucky,57.9,2.8,128,55.1
KY-239,Woodford County,Kentucky,59,4.5,129,54.4
LA-001,Acadia Parish,Louisiana,69.2,1.2,112,68
LA-003,Allen Parish,Louisiana,68.5,1.3,118,67.2
LA-005,Ascension Parish,Louisiana,69.9,2.3,126,67.6
LA-007,Assumption Parish,Louisiana,70.1,2,123,68
LA-009,Avoyelles Parish,Louisiana,67.6,0.9,98,66.7
LA-011,Beauregard Parish,Louisiana,68.7,2,121,66.7
LA-013,Bienville Parish,Louisiana,66.5,2.4,122,64.1
LA-015,Bossier Parish,Louisiana,66.6,2.3,121,64.3
LA-017,Caddo Parish,Louisiana,67.1,2.3,122,64.7
LA-019,Calcasieu Parish,Louisiana,69.6,1.9,120,67.8
LA-021,Caldwell Parish,Louisiana,66.7,1.9,120,64.8
LA-023,Cameron Parish,Louisiana,70.2,1.7,119,68.4
LA-025,Catahoula Parish,Louisiana,67.2,1.4,117,65.8
LA-027,Claiborne Parish,Louisiana,65.6,2.1,121,63.5
LA-029,Concordia Parish,Louisiana,67.4,1.3,115,66.1
LA-031,De Soto Parish,Louisiana,67.1,2.2,122,64.9
LA-033,East Baton Rouge Parish,Louisiana,69.5,2.4,126,67.1
LA-035,East Carroll Parish,Louisiana,66.4,2.3,124,64.1
LA-037,East Feliciana Parish,Louisiana,68.5,2.2,125,66.3
LA-039,Evangeline Parish,Louisiana,68.1,0.9,96,67.2
LA-041,Franklin Parish,Louisiana,67,2,121,65
LA-043,Grant Parish,Louisiana,66.7,1,98,65.7
LA-045,Iberia Parish,Louisiana,69.6,1.5,113,68.2
LA-047,Iberville Parish,Louisiana,69.7,2.1,122,67.6
LA-049,Jackson Parish,Louisiana,66.2,2.3,122,63.9
LA-051,Jefferson Parish,Louisiana,70.7,2,121,68.7
LA-053,Jefferson Davis Parish,Louisiana,69.6,1.4,119,68.2
LA-055,Lafayette Parish,Louisiana,69.2,1.4,111,67.9
LA-057,Lafourche Parish,Louisiana,70.7,1.9,118,68.8
LA-059,La Salle Parish,Louisiana,67,1.4,116,65.6
LA-061,Lincoln Parish,Louisiana,65.9,2.3,122,63.6
LA-063,Livingston Parish,Louisiana,69.4,2.3,126,67.1
LA-065,Madison Parish,Louisiana,66.8,2.1,123,64.7
LA-067,Morehouse Parish,Louisiana,66,2.2,122,63.8
LA-069,Natchitoches Parish,Louisiana,67.1,1.7,116,65.4
LA-071,Orleans Parish,Louisiana,70.4,2.4,126,68.1
LA-073,Ouachita Parish,Louisiana,66.3,2.1,121,64.2
LA-075,Plaquemines Parish,Louisiana,71,2.1,123,68.9
LA-077,Pointe Coupee Parish,Louisiana,68.9,1.8,121,67.1
LA-079,Rapides Parish,Louisiana,67.3,1,96,66.3
LA-081,Red River Parish,Louisiana,67,2.3,122,64.8
LA-083,Richland Parish,Louisiana,66.6,2,120,64.6
LA-085,Sabine Parish,Louisiana,67.3,2.2,122,65.1
LA-087,St. Bernard Parish,Louisiana,70.5,2.3,126,68.2
LA-089,St. Charles Parish,Louisiana,70.4,2,119,68.5
LA-091,St. Helena Parish,Louisiana,68.3,2.3,126,66
LA-093,St. James Parish,Louisiana,70,2.1,123,67.9
LA-095,St. John the Baptist Parish,Louisiana,70,2.1,121,67.9
LA-097,St. Landry Parish,Louisiana,68.5,1.2,108,67.3
LA-099,St. Martin Parish,Louisiana,69.5,1.7,118,67.8
LA-101,St. Mary Parish,Louisiana,70,1.8,115,68.2
LA-103,St. Tammany Parish,Louisiana,69.4,2.5,126,66.8
LA-105,Tangipahoa Parish,Louisiana,68.8,2.3,126,66.4
LA-107,Tensas Parish,Louisiana,67,1.7,119,65.3
LA-109,Terrebonne Parish,Louisiana,70.7,1.8,117,68.9
LA-111,Union Parish,Louisiana,65.8,2.2,123,63.6
LA-113,Vermilion Parish,Louisiana,69.7,1.3,112,68.4
LA-115,Vernon Parish,Louisiana,67.8,2,120,65.8
LA-117,Washington Parish,Louisiana,68.2,2.3,124,65.9
LA-119,Webster Parish,Louisiana,66.2,2.1,122,64
LA-121,West Baton Rouge Parish,Louisiana,69.6,2.2,125,67.4
LA-123,West Carroll Parish,Louisiana,66.3,2.3,124,64
LA-125,West Feliciana Parish,Louisiana,68.5,1.9,122,66.6
LA-127,Winn Parish,Louisiana,66.5,1.7,116,64.8
ME-001,Androscoggin County,Maine,48.4,5.3,129,43.1
ME-003,Aroostook County,Maine,43.3,5.5,129,37.7
ME-005,Cumberland County,Maine,48.6,4.7,129,43.9
ME-007,Franklin County,Maine,43.6,5.2,129,38.4
ME-009,Hancock County,Maine,47.6,4.6,129,43
ME-011,Kennebec County,Maine,48.2,5.2,129,43
ME-013,Knox County,Maine,47.9,4.6,129,43.3
ME-015,Lincoln County,Maine,48.5,4.9,129,43.6
ME-017,Oxford County,Maine,45.7,5.3,129,40.4
ME-019,Penobscot County,Maine,46.1,5,129,41.1
ME-021,Piscataquis County,Maine,43.6,5.3,129,38.3
ME-023,Sagadahoc County,Maine,49,5.1,129,43.9
ME-025,Somerset County,Maine,43.7,5.1,129,38.6
ME-027,Waldo County,Maine,47.4,4.8,129,42.7
ME-029,Washington County,Maine,46.9,4.8,129,42.1
ME-031,York County,Maine,48.7,4,128,44.7
MD-001,Allegany County,Maryland,54.7,3.4,128,51.3
MD-003,Anne Arundel County,Maryland,59.4,4,128,55.4
MD-005,Baltimore County,Maryland,57.3,4.3,128,53
MD-009,Calvert County,Maryland,59.3,3.7,128,55.6
MD-011,Caroline County,Maryland,58.3,3.6,127,54.6
MD-013,Carroll County,Maryland,56,4.2,129,51.8
MD-015,Cecil County,Maryland,56.9,3.6,127,53.3
MD-017,Charles County,Maryland,59.5,3.8,127,55.7
MD-019,Dorchester County,Maryland,59.5,3.8,128,55.6
MD-021,Frederick County,Maryland,56.4,4,129,52.4
MD-023,Garrett County,Maryland,51.3,4,129,47.2
MD-025,Harford County,Maryland,57,3.8,127,53.3
MD-027,Howard County,Maryland,57.2,4.3,128,52.9
MD-029,Kent County,Maryland,58.1,3.5,127,54.6
MD-031,Montgomery County,Maryland,57.7,4.2,129,53.5
MD-033,Prince George&#039;s County,Maryland,58.8,3.8,128,55
MD-035,Queen Anne&#039;s County,Maryland,58.4,3.7,127,54.7
MD-037,St. Mary&#039;s County,Maryland,59.5,3.5,128,56
MD-039,Somerset County,Maryland,59.7,3.6,127,56.1
MD-041,Talbot County,Maryland,59.1,3.6,127,55.5
MD-043,Washington County,Maryland,55.9,3.8,128,52.1
MD-045,Wicomico County,Maryland,59,3.6,125,55.4
MD-047,Worcester County,Maryland,59.1,3.5,124,55.6
MD-510,Baltimore City,Maryland,59.5,4.7,128,54.8
MD-511,Washington, D.C.,District of Columbia,59,3.9,128,55.1
MA-001,Barnstable County,Massachusetts,53.1,4.2,126,48.9
MA-003,Berkshire County,Massachusetts,49,4.9,129,44.1
MA-005,Bristol County,Massachusetts,53.2,4.2,127,49
MA-007,Dukes County,Massachusetts,53.2,3.8,126,49.4
MA-009,Essex County,Massachusetts,51.7,4.2,128,47.5
MA-011,Franklin County,Massachusetts,50.6,5.2,129,45.3
MA-013,Hampden County,Massachusetts,51.5,4.6,128,46.9
MA-015,Hampshire County,Massachusetts,51,4.7,128,46.3
MA-017,Middlesex County,Massachusetts,52.2,4.6,128,47.6
MA-019,Nantucket County,Massachusetts,52.4,3.8,124,48.6
MA-021,Norfolk County,Massachusetts,52.9,4.6,128,48.3
MA-023,Plymouth County,Massachusetts,53.6,4.7,128,48.9
MA-025,Suffolk County,Massachusetts,53.2,4.6,127,48.6
MA-027,Worcester County,Massachusetts,51.3,5.1,129,46.2
MI-001,Alcona County,Michigan,48,5.6,129,42.4
MI-003,Alger County,Michigan,44.8,4.6,128,40.1
MI-005,Allegan County,Michigan,52.3,4.5,128,47.7
MI-007,Alpena County,Michigan,48.4,6,129,42.3
MI-009,Antrim County,Michigan,48.9,6.2,129,42.7
MI-011,Arenac County,Michigan,50.1,5.7,129,44.4
MI-013,Baraga County,Michigan,43.9,5.7,129,38.2
MI-015,Barry County,Michigan,51.6,4.7,128,46.9
MI-017,Bay County,Michigan,51.3,5.7,129,45.6
MI-019,Benzie County,Michigan,49.2,6.3,129,42.8
MI-021,Berrien County,Michigan,53.3,4.8,129,48.5
MI-023,Branch County,Michigan,52.1,4.6,128,47.5
MI-025,Calhoun County,Michigan,52,5,129,47
MI-027,Cass County,Michigan,52.7,4.8,128,47.8
MI-029,Charlevoix County,Michigan,48.7,5.9,129,42.8
MI-031,Cheboygan County,Michigan,47.9,6,129,42
MI-033,Chippewa County,Michigan,45,5.4,128,39.7
MI-035,Clare County,Michigan,48.9,5.5,129,43.4
MI-037,Clinton County,Michigan,51.4,4.8,129,46.6
MI-039,Crawford County,Michigan,47.8,5.9,129,41.9
MI-041,Delta County,Michigan,45.6,4.5,128,41
MI-043,Dickinson County,Michigan,45.1,5.7,129,39.4
MI-045,Eaton County,Michigan,51.5,4.8,129,46.7
MI-047,Emmet County,Michigan,47.8,5.9,129,41.9
MI-049,Genesee County,Michigan,51.9,5.7,129,46.3
MI-051,Gladwin County,Michigan,50,5.6,129,44.3
MI-053,Gogebic County,Michigan,43.4,4.9,128,38.4
MI-055,Grand Traverse County,Michigan,49.3,6.5,129,42.8
MI-057,Gratiot County,Michigan,51,5,129,46
MI-059,Hillsdale County,Michigan,51.8,4.8,128,47
MI-061,Houghton County,Michigan,45.2,6,129,39.2
MI-063,Huron County,Michigan,50.6,5.9,129,44.7
MI-065,Ingham County,Michigan,51.3,4.8,128,46.4
MI-067,Ionia County,Michigan,51.1,4.7,128,46.4
MI-069,Iosco County,Michigan,49.1,5.7,129,43.4
MI-071,Iron County,Michigan,43.6,5.7,129,37.9
MI-073,Isabella County,Michigan,49.9,5.1,128,44.8
MI-075,Jackson County,Michigan,51.5,4.9,128,46.6
MI-077,Kalamazoo County,Michigan,52.5,4.9,129,47.5
MI-079,Kalkaska County,Michigan,48.3,6.1,129,42.2
MI-081,Kent County,Michigan,51.2,4.8,128,46.4
MI-083,Keweenaw County,Michigan,44.8,6,129,38.8
MI-085,Lake County,Michigan,48.8,4.8,128,44.1
MI-087,Lapeer County,Michigan,51.6,5.6,129,46
MI-089,Leelanau County,Michigan,49.2,6.3,129,42.8
MI-091,Lenawee County,Michigan,53,5.2,129,47.7
MI-093,Livingston County,Michigan,51.3,5.2,128,46.1
MI-095,Luce County,Michigan,44.3,4.8,128,39.4
MI-097,Mackinac County,Michigan,45.4,5.1,128,40.3
MI-099,Macomb County,Michigan,53.5,5.9,129,47.5
MI-101,Manistee County,Michigan,48.9,5.2,128,43.7
MI-103,Marquette County,Michigan,44.2,5.3,128,38.8
MI-105,Mason County,Michigan,49.2,4.7,128,44.5
MI-107,Mecosta County,Michigan,49,4.7,128,44.3
MI-109,Menominee County,Michigan,46.7,5.3,128,41.4
MI-111,Midland County,Michigan,51,5.4,129,45.6
MI-113,Missaukee County,Michigan,48,5.7,129,42.3
MI-115,Monroe County,Michigan,53.9,5.2,129,48.7
MI-117,Montcalm County,Michigan,50.1,4.9,128,45.2
MI-119,Montmorency County,Michigan,48.3,6.3,129,42
MI-121,Muskegon County,Michigan,51.5,5.3,129,46.1
MI-123,Newaygo County,Michigan,49.8,4.8,128,45
MI-125,Oakland County,Michigan,52.1,5.6,129,46.5
MI-127,Oceana County,Michigan,50,5,128,44.9
MI-129,Ogemaw County,Michigan,48.6,5.8,129,42.8
MI-131,Ontonagon County,Michigan,44.6,5.4,128,39.2
MI-133,Osceola County,Michigan,48.1,5.1,128,43
MI-135,Oscoda County,Michigan,48,6,129,42
MI-137,Otsego County,Michigan,47.8,6.4,129,41.4
MI-139,Ottawa County,Michigan,52.1,4.9,128,47.2
MI-141,Presque Isle County,Michigan,48.2,6,129,42.1
MI-143,Roscommon County,Michigan,48.3,5.9,129,42.4
MI-145,Saginaw County,Michigan,51.7,5.5,129,46.2
MI-147,St. Clair County,Michigan,52.6,5.6,129,47
MI-149,St. Joseph County,Michigan,52.6,4.7,129,47.9
MI-151,Sanilac County,Michigan,51,5.5,129,45.5
MI-153,Schoolcraft County,Michigan,45,4.2,128,40.8
MI-155,Shiawassee County,Michigan,51.5,5.1,129,46.4
MI-157,Tuscola County,Michigan,51.2,5.4,129,45.8
MI-159,Van Buren County,Michigan,52.7,4.8,128,48
MI-161,Washtenaw County,Michigan,51.7,4.9,128,46.8
MI-163,Wayne County,Michigan,53.6,5.4,129,48.1
MI-165,Wexford County,Michigan,48.2,5.7,129,42.5
MN-001,Aitkin County,Minnesota,44.7,6.1,128,38.6
MN-003,Anoka County,Minnesota,48.7,5.6,128,43.1
MN-005,Becker County,Minnesota,45.1,6.3,128,38.8
MN-007,Beltrami County,Minnesota,43.5,6.3,129,37.2
MN-009,Benton County,Minnesota,47.1,5.8,128,41.3
MN-011,Big Stone County,Minnesota,48.1,5.7,128,42.4
MN-013,Blue Earth County,Minnesota,49.4,4.7,128,44.7
MN-015,Brown County,Minnesota,49.5,5.1,128,44.4
MN-017,Carlton County,Minnesota,44,5.7,128,38.3
MN-019,Carver County,Minnesota,49.1,5.5,128,43.6
MN-021,Cass County,Minnesota,45.2,6.5,128,38.7
MN-023,Chippewa County,Minnesota,48.6,5.5,128,43
MN-025,Chisago County,Minnesota,48.1,5.6,128,42.4
MN-027,Clay County,Minnesota,46.3,6.1,128,40.2
MN-029,Clearwater County,Minnesota,43.8,6.1,128,37.7
MN-031,Cook County,Minnesota,40.8,5.5,128,35.3
MN-033,Cottonwood County,Minnesota,49.5,5.8,128,43.7
MN-035,Crow Wing County,Minnesota,46.2,6.6,129,39.6
MN-037,Dakota County,Minnesota,49.6,5.4,128,44.2
MN-039,Dodge County,Minnesota,48.4,5.4,128,43
MN-041,Douglas County,Minnesota,46.5,6.3,128,40.2
MN-043,Faribault County,Minnesota,49.5,4.8,128,44.8
MN-045,Fillmore County,Minnesota,48.2,4.6,128,43.6
MN-047,Freeborn County,Minnesota,48.9,5,128,43.9
MN-049,Goodhue County,Minnesota,48.9,5.3,128,43.7
MN-051,Grant County,Minnesota,47.2,6.1,128,41.1
MN-053,Hennepin County,Minnesota,49.3,5.7,128,43.6
MN-055,Houston County,Minnesota,49.6,4.7,128,44.9
MN-057,Hubbard County,Minnesota,44.9,6.5,129,38.3
MN-059,Isanti County,Minnesota,47.9,5.8,128,42.1
MN-061,Itasca County,Minnesota,43.5,6.2,128,37.3
MN-063,Jackson County,Minnesota,49.6,5.7,128,43.9
MN-065,Kanabec County,Minnesota,46.9,6.3,128,40.6
MN-067,Kandiyohi County,Minnesota,47.9,5.8,128,42.1
MN-069,Kittson County,Minnesota,43.9,7.2,129,36.8
MN-071,Koochiching County,Minnesota,42.7,6.3,128,36.5
MN-073,Lac qui Parle County,Minnesota,48.5,5.2,128,43.3
MN-075,Lake County,Minnesota,41.4,5.4,128,36
MN-077,Lake of the Woods County,Minnesota,43.5,7.2,129,36.2
MN-079,Le Sueur County,Minnesota,49.2,5,128,44.2
MN-081,Lincoln County,Minnesota,47.3,4.6,127,42.8
MN-083,Lyon County,Minnesota,48.7,5,128,43.7
MN-085,McLeod County,Minnesota,49,5.7,128,43.3
MN-087,Mahnomen County,Minnesota,44.2,5.9,128,38.3
MN-089,Marshall County,Minnesota,43.4,5.9,128,37.5
MN-091,Martin County,Minnesota,49.7,5.3,128,44.4
MN-093,Meeker County,Minnesota,47.9,5.6,128,42.3
MN-095,Mille Lacs County,Minnesota,46.9,6.3,128,40.6
MN-097,Morrison County,Minnesota,46.8,6.3,128,40.6
MN-099,Mower County,Minnesota,48.4,5.2,128,43.2
MN-101,Murray County,Minnesota,48.4,5.1,128,43.3
MN-103,Nicollet County,Minnesota,49.4,5,128,44.4
MN-105,Nobles County,Minnesota,48.8,4.9,128,43.9
MN-107,Norman County,Minnesota,45.2,5.6,128,39.6
MN-109,Olmsted County,Minnesota,48.5,5.2,128,43.2
MN-111,Otter Tail County,Minnesota,46.1,6.2,128,39.9
MN-113,Pennington County,Minnesota,43.2,5.3,128,37.9
MN-115,Pine County,Minnesota,46.2,6.4,128,39.8
MN-117,Pipestone County,Minnesota,47.6,4.4,127,43.2
MN-119,Polk County,Minnesota,44.2,5.5,128,38.7
MN-121,Pope County,Minnesota,47.4,6.4,128,41
MN-123,Ramsey County,Minnesota,49.5,5.6,128,43.9
MN-125,Red Lake County,Minnesota,43.6,5.2,128,38.4
MN-127,Redwood County,Minnesota,49.3,5.2,128,44.1
MN-129,Renville County,Minnesota,49,5.4,128,43.6
MN-131,Rice County,Minnesota,49,5.2,128,43.8
MN-133,Rock County,Minnesota,48.7,4.4,128,44.2
MN-135,Roseau County,Minnesota,43,6.9,129,36.2
MN-137,St. Louis County,Minnesota,42.6,6.1,128,36.5
MN-139,Scott County,Minnesota,49.6,5.4,128,44.2
MN-141,Sherburne County,Minnesota,47.8,5.7,128,42.1
MN-143,Sibley County,Minnesota,49.4,5.5,128,44
MN-145,Stearns County,Minnesota,47.1,5.8,128,41.3
MN-147,Steele County,Minnesota,48.7,5.3,128,43.5
MN-149,Stevens County,Minnesota,47.8,6.2,128,41.6
MN-151,Swift County,Minnesota,48.1,5.9,128,42.3
MN-153,Todd County,Minnesota,46.5,6.5,128,40.1
MN-155,Traverse County,Minnesota,47.6,5.6,128,41.9
MN-157,Wabasha County,Minnesota,49,5.1,128,43.9
MN-159,Wadena County,Minnesota,46,6.6,129,39.3
MN-161,Waseca County,Minnesota,49,4.9,128,44
MN-163,Washington County,Minnesota,49.1,5.5,128,43.7
MN-165,Watonwan County,Minnesota,49.5,5.1,128,44.4
MN-167,Wilkin County,Minnesota,46.8,5.7,128,41.1
MN-169,Winona County,Minnesota,49.3,5.2,128,44.1
MN-171,Wright County,Minnesota,48.2,5.6,128,42.6
MN-173,Yellow Medicine County,Minnesota,48.7,5,128,43.7
MS-001,Adams County,Mississippi,67.1,1.5,115,65.6
MS-003,Alcorn County,Mississippi,62.6,2.6,127,60
MS-005,Amite County,Mississippi,67.3,2,118,65.3
MS-007,Attala County,Mississippi,65.1,2.4,125,62.7
MS-009,Benton County,Mississippi,62.6,2.3,124,60.3
MS-011,Bolivar County,Mississippi,64.8,1.9,123,62.9
MS-013,Calhoun County,Mississippi,64.1,1.9,123,62.2
MS-015,Carroll County,Mississippi,65.8,3.1,128,62.6
MS-017,Chickasaw County,Mississippi,64.5,2.2,122,62.3
MS-019,Choctaw County,Mississippi,64.3,2.2,125,62.1
MS-021,Claiborne County,Mississippi,66.9,1.9,122,65
MS-023,Clarke County,Mississippi,66.7,2.5,124,64.2
MS-025,Clay County,Mississippi,65.1,2.4,125,62.7
MS-027,Coahoma County,Mississippi,64.8,2.5,125,62.2
MS-029,Copiah County,Mississippi,67.1,2.2,126,64.8
MS-031,Covington County,Mississippi,66.9,2.1,122,64.8
MS-033,DeSoto County,Mississippi,63.7,2.1,123,61.6
MS-035,Forrest County,Mississippi,67.4,1.8,121,65.5
MS-037,Franklin County,Mississippi,66.8,1.6,118,65.1
MS-039,George County,Mississippi,68.3,2.4,127,65.9
MS-041,Greene County,Mississippi,67.5,2,122,65.5
MS-043,Grenada County,Mississippi,65,2.4,125,62.6
MS-045,Hancock County,Mississippi,68.9,2.5,127,66.5
MS-047,Harrison County,Mississippi,68.8,2.3,128,66.4
MS-049,Hinds County,Mississippi,67.1,2.5,126,64.6
MS-051,Holmes County,Mississippi,66.4,3,126,63.5
MS-053,Humphreys County,Mississippi,66.8,2.8,126,64
MS-055,Issaquena County,Mississippi,66.6,2.4,125,64.2
MS-057,Itawamba County,Mississippi,63.7,2.3,123,61.4
MS-059,Jackson County,Mississippi,69,2.5,128,66.5
